PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Title patch,Title patch status,Title length,No. of titles,Is indexable page
21,https://createmy-qr.com/it/app-store-generatore-di-codici-qr-gratis-online,"Generatore di codici QR App Store - Gratuito e personalizzato | CreateMy-QR
App Store - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
63",2,true
21,https://createmy-qr.com/tr/crypto-ucretsiz-cevrimici-qr-kod-olusturucu,"Kripto QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Kripto - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
59",2,true
21,https://createmy-qr.com/ar/discord-mwld-rmz-lstjb-lsryaa-mjny,"خلاف QR Code Generator - مجاني ومخصص | CreateMy-QR
خلاف - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"50
53",2,true
21,https://createmy-qr.com/fr/reservation-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Réservation - Gratuit et personnalisé | CreateMy-QR
Réservation - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
66",2,true
21,https://createmy-qr.com/pl/polityka-prywatnosci,"Darmowy Generator Kodów QR Online - CreateMy-QR (No Signup) | Polityka prywatności
Generator kodów QR types.privacy — bezpłatny i niestandardowy | CreateMy-QR
Polityka prywatności | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"82
75
34",3,true
21,https://createmy-qr.com/ko/google-forms-muryo-onrain-qr-kodeu-saengseonggi,"Google 양식 QR 코드 생성기 - 무료 및 사용자 정의 | CreateMy-QR
Google 양식 - 무료 온라인 QR 코드 생성기 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"47
42",2,true
21,https://createmy-qr.com/vcard-qr-code-for-real-estate-agents,"vCard QR Code for Real Estate Agents | CreateMy-QR
vCard QR Code for Real Estate Agents | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"50
50",2,true
21,https://createmy-qr.com/no/whatsapp-gratis-qr-kode-generator-online,"WhatsApp QR Code Generator - Gratis og tilpasset | CreateMy-QR
WhatsApp - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"62
56",2,true
21,https://createmy-qr.com/de/telegram-kostenloser-qr-code-generator-online,"Telegramm QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Telegramm - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
62",2,true
21,https://createmy-qr.com/de/google-review-kostenloser-qr-code-generator-online,"Google-Rezension QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Google-Rezension - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"82
69",2,true
21,https://createmy-qr.com/cs/snapchat-zdarma-online-generator-qr-kodu,"Snapchat generátor QR kódu – zdarma a na míru | CreateMy-QR
Snapchat - Zdarma Online Generátor QR Kódů - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"59
56",2,true
21,https://createmy-qr.com/ms/telegram-penjana-kod-qr-percuma-dalam-talian,"Penjana Kod QR Telegram - Percuma & Tersuai | CreateMy-QR
Telegram - Penjana Kod QR Percuma Dalam Talian - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
60",2,true
21,https://createmy-qr.com/hi/baarkodd-skainr-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"मुफ़्त बारकोड स्कैनर ऑनलाइन - यूपीसी और ईएएन स्कैन करें
बारकोड स्कैनर QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
बारकोड स्कैनर - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"55
60
61",3,true
21,https://createmy-qr.com/zh/snapchat-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"快照 QR 代码生成器 - 免费和自定义 | CreateMy-QR
快照 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/ar/app-store-mwld-rmz-lstjb-lsryaa-mjny,"متجر التطبيقات QR Code Generator - مجاني ومخصص | CreateMy-QR
متجر التطبيقات - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
63",2,true
21,https://createmy-qr.com/id/wi-fi-generator-qr-code-gratis-online,"Wi-Fi Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Wi-Fi - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
53",2,true
21,https://createmy-qr.com/bn/discord-phri-anlaain-kiuaar-kodd-jenaarettr,"বিরোধ QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
বিরোধ - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"59
52",2,true
21,https://createmy-qr.com/ar/email-mwld-rmz-lstjb-lsryaa-mjny,"البريد الإلكتروني QR Code Generator - مجاني ومخصص | CreateMy-QR
البريد الإلكتروني - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"63
66",2,true
21,https://createmy-qr.com/de/ereignis-kostenloser-qr-code-generator-online,"Ereignis QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Ereignis - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
61",2,true
21,https://createmy-qr.com/fi/teksti-ilmainen-qr-koodigeneraattori-netissa,"Teksti QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Teksti - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
60",2,true
21,https://createmy-qr.com/tl/telepono-libreng-online-qr-code-generator,"Telepono QR Code Generator - Libre at Custom | CreateMy-QR
Telepono - Libreng Online QR Code Generator - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"58
57",2,true
21,https://createmy-qr.com/pl/telegram-darmowy-generator-kodow-qr-online,"Generator kodów QR Telegram — bezpłatny i niestandardowy | CreateMy-QR
Telegram - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"70
58",2,true
21,https://createmy-qr.com/vi/,"CreateMy-QR | Tất cả QR & Mã vạch Công cụ ở một nơi
CreateMy-QR | Tất cả QR & Mã vạch Công cụ ở một nơi
home - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,1,,,"51
51
50",3,true
21,https://createmy-qr.com/hi/,"CreateMy-QR | सभी क्यूआर और बारकोड एक ही स्थान पर उपकरण
CreateMy-QR | सभी क्यूआर और बारकोड एक ही स्थान पर उपकरण
home - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,1,,,"55
55
52",3,true
21,https://createmy-qr.com/fi/venmo-ilmainen-qr-koodigeneraattori-netissa,"Venmo QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Venmo - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"65
59",2,true
21,https://createmy-qr.com/hu/foglalas-ingyenes-online-qr-kod-generator,"Foglalás QR-kód generátor - ingyenes és egyedi | CreateMy-QR
Foglalás - Ingyenes Online QR-kód Generátor - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
57",2,true
21,https://createmy-qr.com/hi/vcard-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"vCard QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
vCard - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"52
53",2,true
21,https://createmy-qr.com/hi/piiddiieph-muph-t-onnlaain-kyuuaar-kodd-jnrettr,"पीडीएफ QR कोड जेनरेटर - मुफ़्त और कस्टम | CreateMy-QR
पीडीएफ - मुफ़्त ऑनलाइन क्यूआर कोड जनरेटर - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
54",2,true
21,https://createmy-qr.com/it/lettore-di-codici-a-barre-generatore-di-codici-qr-gratis-online,"Scanner di codici a barre online gratuito: scansiona UPC e EAN
Generatore di codici QR Lettore di codici a barre - Gratuito e personalizzato | CreateMy-QR
Lettore di codici a barre - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"62
91
79",3,true
21,https://createmy-qr.com/id/audio-generator-qr-code-gratis-online,"Audio Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
Audio - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
53",2,true
21,https://createmy-qr.com/bn/whatsapp-phri-anlaain-kiuaar-kodd-jenaarettr,"হোয়াটসঅ্যাপ QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
হোয়াটসঅ্যাপ - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
59",2,true
21,https://createmy-qr.com/da/gratis-qr-kode-generator-online-2,"Gratis QR-kodescanner online - Scan QR øjeblikkeligt
types.scanqr QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
scanqr - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"52
72
54",3,true
21,https://createmy-qr.com/pt/politica-de-privacidade,"Gerador de Código QR Grátis Online - CreateMy-QR (No Signup) | Política de Privacidade
Gerador de código QR types.privacy - gratuito e personalizado | CreateMy-QR
Política de Privacidade | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"86
75
37",3,true
21,https://createmy-qr.com/no/vcard-gratis-qr-kode-generator-online,"vCard QR Code Generator - Gratis og tilpasset | CreateMy-QR
vCard - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"59
53",2,true
21,https://createmy-qr.com/tl/tiktok-libreng-online-qr-code-generator,"TikTok QR Code Generator - Libre at Custom | CreateMy-QR
TikTok - Libreng Online QR Code Generator - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
55",2,true
21,https://createmy-qr.com/tr/100-ucretsiz-fiyatlandirma,"Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR (No Signup) | %100 Ücretsiz Fiyatlandırma
types.pricing QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
%100 Ücretsiz Fiyatlandırma | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"92
64
41",3,true
21,https://createmy-qr.com/zh/paypal-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"贝宝 QR 代码生成器 - 免费和自定义 | CreateMy-QR
贝宝 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/ja/google-forms-wu-liao-qrkodozuo-cheng-zienereta,"Google フォーム QR コード ジェネレーター - 無料 & カスタム | CreateMy-QR
Google フォーム - 無料QRコード作成・ジェネレーター - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"52
45",2,true
21,https://createmy-qr.com/de/kostenloser-qr-code-generator-online-2,"Kostenloser QR-Code-Scanner online – QR sofort scannen
types.scanqr QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
scanqr - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"54
78
59",3,true
21,https://createmy-qr.com/bn/phri-anlaain-kiuaar-kodd-jenaarettr-2,"বিনামূল্যে QR কোড স্ক্যানার অনলাইন - অবিলম্বে QR স্ক্যান করুন
types.scanqr QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
scanqr - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"61
66
53",3,true
21,https://createmy-qr.com/ja/huairu-wu-liao-qrkodozuo-cheng-zienereta,"ファイル QR コード ジェネレーター - 無料 & カスタム | CreateMy-QR
ファイル - 無料QRコード作成・ジェネレーター - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"45
38",2,true
21,https://createmy-qr.com/fr/politique-de-confidentialite,"Générateur de Code QR Gratuit en Ligne - CreateMy-QR (No Signup) | Politique de confidentialité
Générateur de code QR types.privacy - Gratuit et personnalisé | CreateMy-QR
Politique de confidentialité | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"95
75
42",3,true
21,https://createmy-qr.com/bn/facebook-phri-anlaain-kiuaar-kodd-jenaarettr,"ফেসবুক QR কোড জেনারেটর - বিনামূল্যে এবং কাস্টম | CreateMy-QR
ফেসবুক - ফ্রি অনলাইন কিউআর কোড জেনারেটর - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
53",2,true
21,https://createmy-qr.com/tr/google-review-ucretsiz-cevrimici-qr-kod-olusturucu,"Google İncelemesi QR Kod Oluşturucu - Ücretsiz ve Özel | CreateMy-QR
Google İncelemesi - Ücretsiz Çevrimiçi QR Kod Oluşturucu - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"68
70",2,true
21,https://createmy-qr.com/it/discord-generatore-di-codici-qr-gratis-online,"Generatore di codici QR Discordia - Gratuito e personalizzato | CreateMy-QR
Discordia - Generatore di Codici QR Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"75
63",2,true
21,https://createmy-qr.com/pt/youtube-gerador-de-codigo-qr-gratis-online,"Gerador de código QR YouTube - gratuito e personalizado | CreateMy-QR
YouTube - Gerador de Código QR Grátis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
58",2,true
21,https://createmy-qr.com/fr/x-twitter-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR X (Twitter) - Gratuit et personnalisé | CreateMy-QR
X (Twitter) - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"73
66",2,true
21,https://createmy-qr.com/vi/url-link-tao-ma-qr-mien-phi-truc-tuyen,"Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup) | CreateMy-QR
Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"69
55",2,true
21,https://createmy-qr.com/de/standort-kostenloser-qr-code-generator-online,"Standort QR-Code-Generator – kostenlos und benutzerdefiniert | CreateMy-QR
Standort - Kostenloser QR-Code Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"74
61",2,true
21,https://createmy-qr.com/fi/paypal-ilmainen-qr-koodigeneraattori-netissa,"PayPal QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
PayPal - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
60",2,true
21,https://createmy-qr.com/ro/termeni-si-conditii,"Generator de Coduri QR Gratuit Online - CreateMy-QR (No Signup) | Termeni și condiții
types.terms QR Code Generator - Gratuit și personalizat | CreateMy-QR
Termeni și condiții | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"85
69
33",3,true
21,https://createmy-qr.com/fi/instagram-ilmainen-qr-koodigeneraattori-netissa,"Instagram QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Instagram - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
63",2,true
21,https://createmy-qr.com/th/youtube-ekhruue-ngmuue-sraangkhiw-aarokhd-nailnfrii,"ยูทูบ เครื่องสร้างโค้ด QR - ฟรีและกำหนดเอง | CreateMy-QR
ยูทูบ - เครื่องมือสร้างคิวอาร์โค้ดออนไลน์ฟรี - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
58",2,true
21,https://createmy-qr.com/uk/url-link-bezkoshtovniy-generator-qr-kodiv-onlayn,"Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup) | CreateMy-QR
Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"78
64",2,true
21,https://createmy-qr.com/vi/dieu-khoan-dich-vu,"Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup) | Điều khoản dịch vụ
Trình tạo mã QR types.terms - Miễn phí & Tùy chỉnh | CreateMy-QR
Điều khoản dịch vụ | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"76
64
32",3,true
21,https://createmy-qr.com/pl/plik-darmowy-generator-kodow-qr-online,"Generator kodów QR Plik — bezpłatny i niestandardowy | CreateMy-QR
Plik - Darmowy Generator Kodów QR Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"66
54",2,true
21,https://createmy-qr.com/zh/tu-pian-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"图片 QR 代码生成器 - 免费和自定义 | CreateMy-QR
图片 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/ja/wei-zhi-qing-bao-wu-liao-qrkodozuo-cheng-zienereta,"位置情報 QR コード ジェネレーター - 無料 & カスタム | CreateMy-QR
位置情報 - 無料QRコード作成・ジェネレーター - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"45
38",2,true
21,https://createmy-qr.com/ar/snapchat-mwld-rmz-lstjb-lsryaa-mjny,"سناب شات QR Code Generator - مجاني ومخصص | CreateMy-QR
سناب شات - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"54
57",2,true
21,https://createmy-qr.com/cs/online-rezervace-zdarma-online-generator-qr-kodu,"Online rezervace generátor QR kódu – zdarma a na míru | CreateMy-QR
Online rezervace - Zdarma Online Generátor QR Kódů - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
64",2,true
21,https://createmy-qr.com/ko/,"CreateMy-QR | 모든 QR 코드 & 바코드 도구를 한 곳에서
CreateMy-QR | 모든 QR 코드 & 바코드 도구를 한 곳에서
home - 무료 온라인 QR 코드 생성기 - CreateMy-QR",text/html; charset=utf-8,false,200,0,1,,,"38
38
37",3,true
21,https://createmy-qr.com/ms/syarat-perkhidmatan,"Penjana Kod QR Percuma Dalam Talian - CreateMy-QR (No Signup) | Syarat Perkhidmatan
Penjana Kod QR types.terms - Percuma & Tersuai | CreateMy-QR
Syarat Perkhidmatan | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"83
60
33",3,true
21,https://createmy-qr.com/no/lyd-gratis-qr-kode-generator-online,"Lyd QR Code Generator - Gratis og tilpasset | CreateMy-QR
Lyd - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"57
51",2,true
21,https://createmy-qr.com/vi/chinh-sach-bao-mat,"Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR (No Signup) | Chính sách bảo mật
Trình tạo mã QR types.privacy - Miễn phí & Tùy chỉnh | CreateMy-QR
Chính sách bảo mật | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"76
66
32",3,true
21,https://createmy-qr.com/uk/whatsapp-bezkoshtovniy-generator-qr-kodiv-onlayn,"Генератор QR-коду WhatsApp – безкоштовний і користувацький | CreateMy-QR
WhatsApp - Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"72
63",2,true
21,https://createmy-qr.com/fr/cas-d-utilisation,"Générateur de Code QR Gratuit en Ligne - CreateMy-QR (No Signup) | Cas d'utilisation
Générateur de code QR types.usecases - Gratuit et personnalisé | CreateMy-QR
Cas d'utilisation | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"84
76
31",3,true
21,https://createmy-qr.com/ar/lmwqaa-mwld-rmz-lstjb-lsryaa-mjny,"الموقع QR Code Generator - مجاني ومخصص | CreateMy-QR
الموقع - مولد رمز الاستجابة السريعة مجاني - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"52
55",2,true
21,https://createmy-qr.com/vi/dat-cho-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR Đặt chỗ - Miễn phí & Tùy chỉnh | CreateMy-QR
Đặt chỗ - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"60
53",2,true
21,https://createmy-qr.com/fi/facebook-ilmainen-qr-koodigeneraattori-netissa,"Facebook QR-koodigeneraattori - ilmainen ja räätälöity | CreateMy-QR
Facebook - Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"68
62",2,true
21,https://createmy-qr.com/fr/telephone-generateur-de-code-qr-gratuit-en-ligne,"Générateur de code QR Téléphone - Gratuit et personnalisé | CreateMy-QR
Téléphone - Générateur de Code QR Gratuit en Ligne - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"71
64",2,true
21,https://createmy-qr.com/id/vcard-generator-qr-code-gratis-online,"vCard Pembuat Kode QR - Gratis & Khusus | CreateMy-QR
vCard - Generator QR Code Gratis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"53
53",2,true
21,https://createmy-qr.com/uk/100-bezkoshtovni-cini,"Безкоштовний Генератор QR-кодів Онлайн - CreateMy-QR (No Signup) | 100% безкоштовні ціни
Генератор QR-коду types.pricing – безкоштовний і користувацький | CreateMy-QR
100% безкоштовні ціни | CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"88
77
35",3,true
21,https://createmy-qr.com/no/google-forms-gratis-qr-kode-generator-online,"Google Skjemaer QR Code Generator - Gratis og tilpasset | CreateMy-QR
Google Skjemaer - Gratis QR-kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"69
63",2,true
21,https://createmy-qr.com/pt/email-gerador-de-codigo-qr-gratis-online,"Gerador de código QR E-mail - gratuito e personalizado | CreateMy-QR
E-mail - Gerador de Código QR Grátis Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"68
57",2,true
21,https://createmy-qr.com/ru/video-besplatnyy-generator-qr-kodov-onlayn,"Видео Генератор QR-кодов — бесплатный и настраиваемый | CreateMy-QR
Видео - Бесплатный генератор QR-кодов онлайн - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"67
58",2,true
21,https://createmy-qr.com/vi/pdf-tao-ma-qr-mien-phi-truc-tuyen,"Trình tạo mã QR PDF - Miễn phí & Tùy chỉnh | CreateMy-QR
PDF - Tạo Mã QR Miễn Phí Trực Tuyến - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"56
49",2,true
21,https://createmy-qr.com/zh/wen-jian-mian-fei-zai-xian-er-wei-ma-sheng-cheng-qi,"文件 QR 代码生成器 - 免费和自定义 | CreateMy-QR
文件 - 免费在线二维码生成器 - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"34
29",2,true
21,https://createmy-qr.com/fi/url-link-ilmainen-qr-koodigeneraattori-netissa,"Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup) | CreateMy-QR
Ilmainen QR-koodigeneraattori Netissä - CreateMy-QR (No Signup)",text/html; charset=utf-8,false,200,0,0,,,"77
63",2,true
21,https://createmy-qr.com/da/whatsapp-gratis-qr-kode-generator-online,"WhatsApp QR Code Generator - Gratis og brugerdefineret | CreateMy-QR
WhatsApp - Gratis QR Kode Generator Online - CreateMy-QR",text/html; charset=utf-8,false,200,0,0,,,"68
56",2,true
